#time,ax,ay,az,dumb1,dumb2,dumb3,vel,press,alt,tiltang
54216,-0.15,0.32,-0.20,0.00,0.41,-1.34,6.68,1006.32,146.66,88.104
54235,-0.15,0.30,-0.25,0.00,0.42,-1.50,6.67,1006.32,146.69,88.045
54261,-0.16,0.27,-0.37,0.00,0.49,-1.44,8.93,1006.33,146.62,88.036
54283,-0.16,0.28,-0.46,0.00,0.56,-1.46,11.55,1006.33,146.23,88.029
54307,-0.15,0.28,-0.33,0.00,0.46,-1.68,9.72,1006.37,146.23,87.977
54326,-0.14,0.31,-0.31,0.00,0.46,-2.07,8.63,1006.38,146.15,87.939
54351,-0.14,0.26,-0.32,0.00,0.44,-2.21,8.29,1006.37,146.24,87.851
54373,-0.15,0.27,-0.34,0.00,0.46,-2.48,8.73,1006.37,146.34,87.800
54397,-0.14,0.26,-0.30,0.00,0.42,-2.57,8.26,1006.36,146.34,87.751
54416,-0.13,0.30,-0.47,0.00,0.57,-2.34,11.03,1006.35,146.44,87.766
54441,-0.13,0.31,-0.34,0.00,0.48,-1.97,9.96,1006.38,146.21,87.788
54463,-0.13,0.29,-0.06,0.00,0.32,-1.86,5.80,1006.38,146.19,87.803
54487,-0.14,0.35,-0.21,0.00,0.43,-1.71,6.67,1006.38,146.19,87.748
54506,-0.13,0.29,-0.17,0.00,0.36,-1.47,5.38,1006.35,146.43,87.745
54531,-0.10,0.24,0.04,0.00,0.26,-1.26,3.64,1006.35,146.40,87.844
54553,-0.14,0.38,0.08,0.00,0.41,-0.99,6.54,1006.35,146.82,87.830
54577,-0.12,0.23,-0.17,0.00,0.31,-0.37,4.71,1006.30,146.82,87.836
54596,-0.08,0.21,-0.46,0.00,0.51,0.44,8.55,1006.27,147.13,87.984
54621,-0.09,0.33,-0.36,0.00,0.49,0.80,9.82,1006.29,146.95,88.048
54643,-0.09,0.23,0.09,0.00,0.26,1.20,5.69,1006.29,147.12,88.053
54667,-0.09,0.20,-0.31,0.00,0.38,1.68,5.36,1006.27,147.12,88.008
54684,-0.11,0.23,-0.29,0.00,0.39,1.90,6.61,1006.26,147.17,87.996
54709,-0.11,0.22,0.06,0.00,0.25,1.72,4.74,1006.26,147.01,88.023
54732,-0.12,0.29,-0.12,0.00,0.33,1.66,4.47,1006.28,147.01,88.013
54751,-0.10,0.26,-0.08,0.00,0.30,1.83,4.10,1006.26,147.21,88.032
54773,-0.09,0.30,0.05,0.00,0.32,1.73,4.79,1006.26,147.33,88.141
54797,-0.09,0.27,0.04,0.00,0.29,1.65,5.17,1006.24,147.33,88.138
54816,-0.10,0.26,-0.06,0.00,0.28,1.88,4.42,1006.22,147.49,88.115
54841,-0.11,0.26,-0.12,0.00,0.31,2.06,4.46,1006.23,147.43,88.110
54863,-0.11,0.30,-0.18,0.00,0.36,2.00,5.31,1006.23,147.40,88.094
54887,-0.11,0.30,-0.28,0.00,0.42,2.01,6.51,1006.23,147.40,88.114
54906,-0.10,0.27,-0.39,0.00,0.48,2.10,8.89,1006.22,147.54,88.136
54931,-0.09,0.24,-0.41,0.00,0.48,1.58,9.93,1006.25,147.26,88.178
54953,-0.10,0.29,-0.42,0.00,0.52,1.31,10.84,1006.25,147.21,88.135
54977,-0.10,0.27,-0.51,0.00,0.59,0.95,12.66,1006.26,147.21,88.121
54996,-0.10,0.24,-0.50,0.00,0.56,0.42,12.58,1006.30,146.86,88.144
55021,-0.11,0.27,-0.42,0.00,0.51,-0.31,11.41,1006.32,146.72,88.133
55043,-0.10,0.24,-0.37,0.00,0.45,-0.72,9.66,1006.32,146.61,88.155
55067,-0.11,0.27,-0.42,0.00,0.51,-1.17,10.66,1006.33,146.61,88.162
55083,-0.11,0.28,-0.33,0.00,0.45,-1.93,9.36,1006.37,146.25,88.131
55106,-0.10,0.27,-0.16,0.00,0.34,-2.28,6.18,1006.37,145.93,88.105
55129,-0.11,0.28,-0.24,0.00,0.39,-2.98,5.94,1006.41,145.93,88.048
55149,-0.11,0.30,-0.25,0.00,0.40,-3.80,6.35,1006.42,145.85,87.979
55174,-0.12,0.32,-0.12,0.00,0.36,-4.30,5.08,1006.42,145.84,87.881
55196,-0.13,0.34,-0.17,0.00,0.40,-4.48,5.82,1006.42,145.79,87.775
55223,-0.13,0.33,-0.14,0.00,0.38,-4.48,5.54,1006.43,145.96,87.644
55245,-0.13,0.38,-0.18,0.00,0.44,-4.11,6.45,1006.41,145.96,87.596
55262,-0.11,0.39,-0.12,0.00,0.42,-3.72,5.47,1006.41,145.96,87.564
55285,-0.10,0.35,0.02,0.00,0.37,-3.17,5.38,1006.41,146.01,87.527
55309,-0.10,0.38,-0.04,0.00,0.39,-2.44,6.57,1006.40,146.01,87.485
55329,-0.11,0.40,-0.05,0.00,0.42,-2.03,7.13,1006.42,145.86,87.432
55353,-0.11,0.41,-0.04,0.00,0.43,-1.95,7.37,1006.44,145.66,87.477
55375,-0.11,0.44,-0.08,0.00,0.46,-1.88,7.91,1006.44,145.60,87.501
55397,-0.12,0.42,-0.00,0.00,0.44,-1.99,7.63,1006.45,145.60,87.535
55417,-0.13,0.44,-0.07,0.00,0.46,-2.39,8.42,1006.47,145.44,87.575
55442,-0.13,0.45,-0.19,0.00,0.51,-2.27,8.92,1006.45,145.63,87.575
55464,-0.14,0.48,-0.27,0.00,0.57,-2.06,9.18,1006.45,145.70,87.633
55578,-0.13,0.51,-0.17,0.00,0.55,-0.81,7.92,1006.40,146.00,87.746
55602,-0.15,0.52,-0.09,0.00,0.55,-0.38,8.57,1006.38,146.21,87.693
55624,-0.14,0.46,-0.10,0.00,0.49,0.07,8.32,1006.38,146.22,87.769
55647,-0.14,0.50,-0.06,0.00,0.53,0.37,9.09,1006.37,146.22,87.828
55667,-0.13,0.48,0.03,0.00,0.50,0.59,9.49,1006.39,146.11,87.871
55692,-0.12,0.49,-0.08,0.00,0.51,0.88,9.93,1006.41,145.95,87.929
55714,-0.12,0.45,-0.14,0.00,0.49,0.57,8.65,1006.41,145.81,87.985
55737,-0.13,0.50,-0.19,0.00,0.55,0.20,8.86,1006.42,145.81,87.993
55757,-0.12,0.47,-0.18,0.00,0.52,-0.22,7.46,1006.44,145.72,87.984
55782,-0.12,0.44,-0.19,0.00,0.50,-0.45,7.14,1006.43,145.75,88.000
55804,-0.14,0.48,-0.21,0.00,0.54,-0.55,8.16,1006.43,145.74,87.953
55827,-0.14,0.46,-0.27,0.00,0.55,-0.65,8.69,1006.43,145.74,87.960
55847,-0.15,0.47,-0.36,0.00,0.61,-0.70,10.35,1006.44,145.64,87.988
55872,-0.14,0.45,-0.23,0.00,0.53,-0.73,9.58,1006.46,145.52,88.036
55894,-0.15,0.49,-0.19,0.00,0.55,-0.83,7.77,1006.46,145.55,88.050
55917,-0.15,0.49,-0.17,0.00,0.54,-0.91,8.16,1006.46,145.55,87.974
55937,-0.17,0.54,-0.15,0.00,0.58,-1.14,9.60,1006.48,145.32,87.944
55962,-0.17,0.56,-0.12,0.00,0.60,-1.13,10.42,1006.46,145.49,87.940
55984,-0.18,0.54,-0.12,0.00,0.58,-1.11,10.74,1006.46,145.36,87.964
56007,-0.19,0.54,-0.09,0.00,0.58,-1.15,10.76,1006.48,145.36,87.946
56027,-0.19,0.52,-0.11,0.00,0.56,-1.14,10.75,1006.46,145.49,87.909
56052,-0.19,0.52,-0.20,0.00,0.59,-0.85,11.17,1006.45,145.58,87.874
56074,-0.19,0.53,-0.22,0.00,0.61,-0.73,10.65,1006.45,145.60,87.831
56097,-0.20,0.53,-0.27,0.00,0.63,-0.60,10.92,1006.45,145.60,87.800
56117,-0.20,0.52,-0.33,0.00,0.65,-0.44,11.10,1006.46,145.53,87.782
56142,-0.19,0.53,-0.30,0.00,0.64,-0.35,10.87,1006.46,145.53,87.781
56165,-0.18,0.53,-0.28,0.00,0.63,-0.35,10.01,1006.46,145.39,87.808
56188,-0.17,0.52,-0.23,0.00,0.60,-0.43,8.85,1006.47,145.39,87.836
56207,-0.17,0.53,-0.15,0.00,0.58,-0.58,8.50,1006.49,145.28,87.877
56232,-0.17,0.54,-0.18,0.00,0.59,-0.71,10.15,1006.50,145.18,87.903
56255,-0.17,0.54,-0.15,0.00,0.58,-0.88,9.54,1006.50,145.07,88.039
56277,-0.18,0.58,-0.12,0.00,0.62,-1.11,10.99,1006.51,145.07,88.157
56295,-0.17,0.56,-0.09,0.00,0.59,-1.33,10.94,1006.52,145.04,88.212
56318,-0.16,0.54,-0.10,0.00,0.57,-1.42,10.71,1006.52,145.04,88.296
56342,-0.15,0.53,-0.10,0.00,0.56,-1.47,10.30,1006.52,144.94,88.367
56365,-0.15,0.53,-0.08,0.00,0.55,-1.57,10.25,1006.53,144.94,88.419
56382,-0.16,0.51,-0.07,0.00,0.53,-1.71,10.12,1006.53,144.92,88.430
56405,-0.15,0.49,-0.14,0.00,0.53,-1.63,10.00,1006.53,145.17,88.466
56428,-0.16,0.47,-0.23,0.00,0.55,-1.45,9.93,1006.50,145.17,88.478
56448,-0.16,0.47,-0.24,0.00,0.55,-1.38,8.76,1006.51,145.06,88.505
56472,-0.14,0.44,-0.29,0.00,0.54,-1.10,8.52,1006.50,145.15,88.520
56495,-0.15,0.42,-0.37,0.00,0.58,-0.76,10.59,1006.50,145.26,88.519
56518,-0.14,0.38,-0.38,0.00,0.56,-0.45,11.62,1006.49,145.26,88.516
56538,-0.14,0.38,-0.40,0.00,0.57,-0.26,12.17,1006.48,145.37,88.473
56563,-0.14,0.38,-0.32,0.00,0.52,-0.04,10.89,1006.48,145.35,88.453
56585,-0.14,0.41,-0.38,0.00,0.58,0.10,11.51,1006.48,145.38,88.377
56608,-0.13,0.41,-0.43,0.00,0.61,0.24,13.23,1006.48,145.38,88.401
56631,-0.14,0.40,-0.39,0.00,0.57,0.12,12.73,1006.51,145.06,88.415
56651,-0.13,0.40,-0.36,0.00,0.55,-0.07,11.70,1006.51,145.04,88.419
56674,-0.12,0.40,-0.44,0.00,0.61,-0.23,13.12,1006.52,145.04,88.394
56692,-0.12,0.41,-0.26,0.00,0.50,-0.72,10.78,1006.58,144.49,88.420
56715,-0.13,0.48,-0.11,0.00,0.51,-1.21,7.59,1006.58,144.65,88.310
56738,-0.13,0.46,-0.03,0.00,0.47,-1.45,7.84,1006.56,144.65,88.248
56758,-0.12,0.50,-0.13,0.00,0.53,-1.57,9.71,1006.54,144.81,88.253
56783,-0.13,0.51,-0.11,0.00,0.54,-1.53,9.44,1006.53,144.96,88.254
56805,-0.12,0.48,0.08,0.00,0.50,-1.12,9.47,1006.53,145.16,88.337
56828,-0.13,0.47,-0.00,0.00,0.49,-0.65,10.51,1006.50,145.16,88.352
56848,-0.12,0.45,-0.05,0.00,0.47,-0.05,9.67,1006.46,145.52,88.353
56873,-0.14,0.47,0.03,0.00,0.49,0.47,10.10,1006.45,145.60,88.359
56895,-0.16,0.50,0.03,0.00,0.53,0.88,11.55,1006.45,145.63,88.281
56918,-0.15,0.48,-0.07,0.00,0.51,1.30,10.77,1006.45,145.63,88.282
56938,-0.15,0.49,-0.38,0.00,0.64,1.78,13.10,1006.41,145.91,88.314
56963,-0.15,0.43,-0.53,0.00,0.70,1.85,15.61,1006.43,145.80,88.387
56986,-0.14,0.45,-0.43,0.00,0.64,1.97,15.35,1006.43,145.70,88.469
57009,-0.15,0.45,-0.54,0.00,0.72,1.97,16.98,1006.44,145.70,88.460
57029,-0.15,0.42,-0.69,0.00,0.82,2.00,20.84,1006.43,145.77,88.432
57053,-0.13,0.42,-0.67,0.00,0.80,1.69,21.07,1006.43,145.76,88.440
57076,-0.13,0.43,-0.50,0.00,0.67,1.54,17.21,1006.43,145.65,88.443
57099,-0.11,0.39,-0.35,0.00,0.54,1.29,12.78,1006.44,145.65,88.472
57118,-0.11,0.40,-0.55,0.00,0.69,1.31,15.60,1006.42,145.87,88.503
57143,-0.11,0.41,-0.46,0.00,0.62,1.12,15.17,1006.43,145.77,88.558
57166,-0.11,0.43,-0.27,0.00,0.52,1.01,11.83,1006.43,145.57,88.533
57189,-0.11,0.42,-0.24,0.00,0.49,0.77,8.70,1006.45,145.57,88.509
57209,-0.13,0.45,-0.38,0.00,0.60,0.78,10.64,1006.43,145.78,88.440
57233,-0.13,0.44,-0.42,0.00,0.62,0.64,13.44,1006.42,145.86,88.359
57256,-0.13,0.44,-0.39,0.00,0.60,0.63,13.58,1006.42,145.95,88.305
57278,-0.13,0.43,-0.40,0.00,0.60,0.70,13.28,1006.41,145.95,88.300
57296,-0.12,0.42,-0.35,0.00,0.56,0.98,12.24,1006.40,146.03,88.289
57319,-0.12,0.42,-0.29,0.00,0.53,1.08,10.77,1006.40,146.12,88.296
57343,-0.13,0.45,-0.33,0.00,0.57,1.18,10.67,1006.39,146.17,88.249
57366,-0.12,0.41,-0.30,0.00,0.52,1.32,10.33,1006.38,146.17,88.243
57384,-0.11,0.40,-0.30,0.00,0.51,1.59,9.86,1006.36,146.33,88.250
57406,-0.10,0.37,-0.27,0.00,0.47,1.67,9.11,1006.36,146.67,88.287
57429,-0.09,0.35,-0.25,0.00,0.44,2.10,8.03,1006.32,146.67,88.349
57448,-0.10,0.34,-0.33,0.00,0.49,2.47,9.11,1006.34,146.54,88.401
57472,-0.10,0.32,-0.38,0.00,0.51,2.68,10.90,1006.34,146.41,88.449
57496,-0.11,0.33,-0.39,0.00,0.53,2.40,11.76,1006.35,146.41,88.487
57514,-0.13,0.35,-0.44,0.00,0.58,2.29,13.27,1006.37,146.23,88.487
57536,-0.12,0.34,-0.47,0.00,0.59,1.66,14.21,1006.37,146.18,88.441
57559,-0.11,0.34,-0.52,0.00,0.63,1.14,15.47,1006.38,146.18,88.427
57577,-0.11,0.33,-0.53,0.00,0.63,0.69,15.85,1006.38,146.18,88.401
57600,-0.12,0.33,-0.48,0.00,0.59,0.39,14.79,1006.38,146.12,88.362
57624,-0.11,0.32,-0.44,0.00,0.55,0.22,13.48,1006.39,146.11,88.313
57646,-0.12,0.33,-0.48,0.00,0.60,0.10,14.31,1006.39,146.11,88.260
57664,-0.12,0.34,-0.40,0.00,0.54,-0.08,12.95,1006.41,145.92,88.273
57686,-0.12,0.38,-0.27,0.00,0.48,-0.24,10.52,1006.41,145.79,88.239
57709,-0.10,0.36,-0.15,0.00,0.41,-0.46,7.18,1006.43,145.79,88.212
57729,-0.10,0.34,-0.05,0.00,0.36,-0.67,5.29,1006.43,145.78,88.249
57754,-0.12,0.35,0.08,0.00,0.38,-0.80,7.41,1006.42,145.81,88.236
57776,-0.13,0.36,0.10,0.00,0.40,-0.77,9.08,1006.42,145.98,88.224
57799,-0.12,0.34,0.10,0.00,0.38,-0.69,9.09,1006.40,145.98,88.298
57819,-0.13,0.35,0.11,0.00,0.38,-0.50,9.24,1006.39,146.06,88.343
57844,-0.13,0.33,0.10,0.00,0.36,-0.25,8.70,1006.38,146.14,88.353
57866,-0.14,0.34,0.07,0.00,0.37,-0.05,8.47,1006.38,146.36,88.337
57889,-0.15,0.34,-0.01,0.00,0.37,0.26,7.81,1006.36,146.36,88.354
57909,-0.17,0.34,-0.03,0.00,0.38,0.69,7.62,1006.31,146.80,88.363
57933,-0.16,0.32,-0.00,0.00,0.36,1.06,7.21,1006.31,147.00,88.385
57956,-0.15,0.31,-0.01,0.00,0.34,1.55,6.68,1006.28,147.00,88.438
57981,-0.16,0.31,-0.05,0.00,0.35,2.20,6.71,1006.26,147.15,88.456
58005,-0.17,0.33,-0.07,0.00,0.38,2.60,7.20,1006.28,147.04,88.480
58027,-0.18,0.32,-0.07,0.00,0.37,2.76,7.22,1006.28,147.01,88.454
58050,-0.16,0.29,-0.06,0.00,0.34,2.98,6.22,1006.28,147.01,88.480
58070,-0.16,0.27,-0.07,0.00,0.32,2.89,5.72,1006.30,146.85,88.571
58092,-0.16,0.28,-0.07,0.00,0.33,2.50,5.87,1006.30,146.80,88.611
58118,-0.16,0.25,-0.08,0.00,0.31,2.04,5.51,1006.31,147.02,88.602
58140,-0.16,0.25,-0.15,0.00,0.33,1.84,6.05,1006.28,147.02,88.637
58159,-0.17,0.25,-0.19,0.00,0.36,1.91,6.92,1006.25,147.29,88.615
58183,-0.16,0.23,-0.18,0.00,0.33,2.07,6.71,1006.25,147.35,88.628
58206,-0.16,0.22,-0.24,0.00,0.37,2.32,7.64,1006.24,147.35,88.660
58224,-0.17,0.23,-0.25,0.00,0.38,3.05,8.30,1006.22,147.49,88.656
58247,-0.18,0.25,-0.23,0.00,0.38,3.20,8.14,1006.22,146.97,88.602
58270,-0.17,0.24,-0.19,0.00,0.36,2.50,7.35,1006.29,146.97,88.555
58288,-0.17,0.26,-0.14,0.00,0.34,1.69,6.49,1006.32,146.70,88.524
58313,-0.17,0.25,-0.05,0.00,0.31,0.82,5.69,1006.32,146.39,88.516
58336,-0.17,0.26,-0.09,0.00,0.33,-0.41,5.69,1006.36,146.34,88.558
58358,-0.18,0.27,-0.07,0.00,0.33,-1.55,6.04,1006.36,146.34,88.608
58474,-0.17,0.25,-0.04,0.00,0.30,-1.13,5.58,1006.37,146.25,88.431
58497,-0.15,0.23,-0.19,0.00,0.34,-1.22,6.22,1006.37,146.59,88.442
58519,-0.16,0.26,-0.51,0.00,0.59,-1.16,13.41,1006.33,146.59,88.458
58537,-0.17,0.21,-0.62,0.00,0.67,-1.02,17.81,1006.34,146.50,88.501
58560,-0.18,0.21,-0.68,0.00,0.74,-0.82,20.43,1006.34,145.92,88.495
58585,-0.18,0.18,-0.60,0.00,0.65,-1.53,18.31,1006.41,145.67,88.419
58607,-0.20,0.23,-0.60,0.00,0.67,-1.90,18.83,1006.44,145.67,88.224
58625,-0.21,0.25,-0.52,0.00,0.62,-3.09,17.29,1006.48,145.35,88.153
58648,-0.22,0.25,-0.46,0.00,0.57,-4.01,15.60,1006.48,145.34,87.994
58671,-0.22,0.26,-0.48,0.00,0.59,-5.02,15.84,1006.48,145.34,88.001
58689,-0.21,0.29,-0.42,0.00,0.55,-5.66,14.58,1006.48,145.38,88.017
58714,-0.21,0.31,-0.26,0.00,0.46,-5.67,11.17,1006.48,145.26,88.057
58737,-0.20,0.31,-0.23,0.00,0.43,-5.00,9.07,1006.49,145.26,88.137
58755,-0.22,0.33,-0.25,0.00,0.47,-5.07,9.75,1006.51,145.11,88.157
58778,-0.23,0.37,-0.23,0.00,0.50,-4.58,10.23,1006.51,144.80,88.107
58801,-0.25,0.41,-0.27,0.00,0.55,-4.65,11.89,1006.55,144.80,88.045
58820,-0.25,0.39,-0.42,0.00,0.63,-4.30,14.61,1006.50,145.21,87.955
58845,-0.23,0.37,-0.53,0.00,0.69,-3.46,17.43,1006.48,145.37,87.967
58868,-0.22,0.31,-0.41,0.00,0.56,-2.35,15.10,1006.48,145.30,87.967
58891,-0.25,0.32,-0.52,0.00,0.66,-1.75,17.04,1006.49,145.30,87.898
58911,-0.23,0.29,-0.60,0.00,0.71,-0.78,19.53,1006.49,145.27,87.859
58936,-0.24,0.35,-0.66,0.00,0.79,-0.70,22.16,1006.52,145.01,87.827
58958,-0.22,0.30,-0.45,0.00,0.59,-0.93,16.73,1006.52,144.95,87.811
58980,-0.25,0.35,-0.48,0.00,0.65,-1.21,16.74,1006.53,144.95,87.785
58999,-0.23,0.24,-0.46,0.00,0.56,-1.47,15.59,1006.54,144.87,87.786
59022,-0.22,0.31,-0.32,0.00,0.50,-1.67,12.81,1006.54,144.97,87.880
59046,-0.24,0.40,-0.29,0.00,0.55,-1.53,11.85,1006.52,145.22,87.911
59068,-0.25,0.37,-0.49,0.00,0.66,-1.20,16.09,1006.49,145.22,88.020
59086,-0.24,0.38,-0.20,0.00,0.49,-0.73,11.97,1006.47,145.40,88.100
59108,-0.24,0.46,-0.16,0.00,0.55,-0.18,11.03,1006.47,145.69,88.154
59131,-0.23,0.41,-0.21,0.00,0.51,0.51,11.03,1006.44,145.69,88.086
59151,-0.21,0.38,-0.24,0.00,0.49,1.41,10.23,1006.39,146.06,88.049
59171,-0.23,0.40,-0.18,0.00,0.49,2.33,9.96,1006.37,146.30,87.997
59196,-0.22,0.41,-0.03,0.00,0.47,2.89,9.46,1006.37,146.77,87.943
59218,-0.23,0.39,-0.17,0.00,0.48,4.07,10.31,1006.31,146.77,87.928
59236,-0.23,0.38,-0.23,0.00,0.50,5.67,11.00,1006.28,147.00,87.929
59258,-0.22,0.40,-0.13,0.00,0.48,6.59,9.55,1006.28,146.84,87.931
59280,-0.23,0.43,-0.26,0.00,0.56,6.92,12.07,1006.30,146.84,87.838
59298,-0.23,0.42,-0.53,0.00,0.71,7.44,17.13,1006.31,146.79,87.749
59322,-0.22,0.39,-0.42,0.00,0.62,6.96,16.22,1006.31,146.23,87.751
59346,-0.23,0.42,-0.14,0.00,0.50,4.54,10.98,1006.37,145.77,87.759
59369,-0.20,0.42,0.01,0.00,0.47,2.05,9.67,1006.43,145.77,87.692
59386,-0.21,0.46,-0.07,0.00,0.51,-0.38,11.35,1006.47,145.41,87.683
59416,-0.21,0.52,-0.00,0.00,0.56,-2.81,12.85,1006.52,145.00,87.647
59439,-0.21,0.54,0.15,0.00,0.60,-4.89,15.40,1006.52,144.79,87.644
59461,-0.20,0.50,0.23,0.00,0.58,-6.39,16.32,1006.55,144.79,87.669
59481,-0.20,0.48,0.21,0.00,0.56,-7.07,15.85,1006.53,144.89,87.689
59505,-0.20,0.50,0.22,0.00,0.58,-6.47,16.53,1006.53,144.96,87.713
59528,-0.20,0.53,0.09,0.00,0.57,-5.85,15.62,1006.53,144.96,87.714
59546,-0.19,0.51,0.04,0.00,0.54,-4.83,14.22,1006.50,145.22,87.752
59569,-0.20,0.53,-0.04,0.00,0.57,-3.17,14.21,1006.50,145.32,87.795
59592,-0.19,0.52,-0.07,0.00,0.56,-1.84,13.13,1006.48,145.32,87.773
59612,-0.17,0.51,-0.18,0.00,0.56,-0.37,12.47,1006.43,145.74,87.805
59636,-0.17,0.50,-0.17,0.00,0.56,0.96,10.87,1006.41,145.92,87.841
59659,-0.16,0.49,-0.05,0.00,0.52,1.57,9.49,1006.41,145.99,87.843
59681,-0.16,0.51,-0.04,0.00,0.53,2.27,11.58,1006.40,145.99,87.833
59699,-0.16,0.52,-0.08,0.00,0.55,2.84,12.19,1006.40,146.05,87.822
59722,-0.16,0.54,-0.03,0.00,0.57,2.85,12.58,1006.40,146.14,87.862
59747,-0.16,0.53,0.02,0.00,0.55,2.75,12.94,1006.38,146.30,87.906
59769,-0.16,0.52,-0.07,0.00,0.55,2.87,13.15,1006.37,146.30,87.916
59787,-0.15,0.49,-0.09,0.00,0.53,3.21,11.49,1006.35,146.46,87.923
59809,-0.16,0.47,-0.11,0.00,0.51,3.19,10.85,1006.35,146.54,87.935
59832,-0.17,0.47,-0.20,0.00,0.54,3.38,11.41,1006.34,146.54,87.908
59852,-0.16,0.44,-0.18,0.00,0.51,3.63,9.36,1006.34,146.49,87.892
59877,-0.18,0.47,-0.21,0.00,0.55,3.21,10.50,1006.36,146.38,87.873
59899,-0.17,0.46,-0.24,0.00,0.55,2.55,10.35,1006.36,146.18,87.822
59921,-0.18,0.45,-0.27,0.00,0.55,1.93,10.42,1006.38,146.18,87.791
59940,-0.16,0.45,-0.28,0.00,0.56,1.07,10.35,1006.41,145.97,87.764
59963,-0.16,0.45,-0.18,0.00,0.51,0.32,8.89,1006.41,146.00,87.801
59987,-0.16,0.47,-0.19,0.00,0.53,-0.13,9.64,1006.40,146.02,87.824
60010,-0.16,0.45,-0.21,0.00,0.52,-0.48,9.61,1006.40,146.02,87.860
60027,-0.18,0.47,-0.26,0.00,0.57,-0.37,11.09,1006.36,146.32,87.889
60049,-0.18,0.47,-0.33,0.00,0.60,-0.02,11.56,1006.36,146.65,87.909
60072,-0.17,0.44,-0.40,0.00,0.62,0.51,13.86,1006.32,146.65,87.969
60092,-0.18,0.45,-0.50,0.00,0.69,1.25,17.41,1006.29,146.91,87.997
60117,-0.18,0.43,-0.52,0.00,0.70,1.88,18.94,1006.29,146.90,88.002
60139,-0.18,0.39,-0.50,0.00,0.66,2.13,18.17,1006.29,146.80,87.958
60162,-0.17,0.38,-0.59,0.00,0.72,2.41,19.94,1006.31,146.80,87.877
60182,-0.16,0.40,-0.55,0.00,0.70,2.33,19.80,1006.32,146.66,87.816
60206,-0.16,0.39,-0.40,0.00,0.58,1.92,15.80,1006.32,146.23,87.804
60229,-0.16,0.41,-0.45,0.00,0.62,1.18,15.79,1006.37,146.23,87.746
60247,-0.15,0.39,-0.32,0.00,0.52,0.31,13.27,1006.40,146.01,87.747
60270,-0.13,0.39,-0.15,0.00,0.44,-0.45,9.15,1006.40,145.66,87.801
60293,-0.14,0.43,-0.08,0.00,0.46,-1.30,8.12,1006.44,145.66,87.774
60313,-0.15,0.42,0.04,0.00,0.45,-2.17,9.69,1006.44,145.66,87.757
60337,-0.14,0.42,0.09,0.00,0.45,-2.19,11.22,1006.40,145.99,87.753
60360,-0.15,0.46,0.09,0.00,0.49,-1.89,12.72,1006.40,146.48,87.744
60382,-0.14,0.43,-0.00,0.00,0.45,-1.34,11.25,1006.34,146.48,87.752
60400,-0.13,0.42,-0.15,0.00,0.47,-0.15,10.58,1006.30,146.87,87.792
60423,-0.13,0.43,-0.06,0.00,0.45,1.00,8.30,1006.30,146.98,87.817
60447,-0.14,0.46,-0.04,0.00,0.48,1.85,10.16,1006.28,147.00,87.794
60470,-0.13,0.46,-0.06,0.00,0.48,2.68,10.53,1006.28,147.00,87.767
60487,-0.13,0.48,0.02,0.00,0.50,2.85,11.26,1006.31,146.76,87.768
60510,-0.14,0.51,0.11,0.00,0.54,2.39,13.89,1006.31,146.58,87.742
60533,-0.13,0.51,0.12,0.00,0.54,1.88,14.81,1006.33,146.58,87.738
60553,-0.13,0.53,0.02,0.00,0.54,1.17,14.57,1006.35,146.40,87.818
60578,-0.13,0.53,0.11,0.00,0.56,0.25,14.70,1006.37,146.25,87.901
60600,-0.13,0.53,0.23,0.00,0.59,-0.26,17.22,1006.37,146.14,88.033
60623,-0.14,0.54,0.07,0.00,0.56,-0.80,16.39,1006.39,146.14,88.093
60642,-0.14,0.54,0.06,0.00,0.56,-1.19,15.27,1006.40,146.03,88.127
60662,-0.15,0.56,0.10,0.00,0.59,-1.38,15.96,1006.40,145.91,88.178
60685,-0.17,0.55,0.03,0.00,0.58,-1.57,15.69,1006.41,145.91,88.197
60705,-0.16,0.49,-0.07,0.00,0.52,-1.68,13.18,1006.40,146.02,88.221
60725,-0.15,0.47,-0.29,0.00,0.57,-1.67,13.18,1006.40,146.03,88.311
60749,-0.14,0.45,-0.56,0.00,0.74,-1.45,17.79,1006.40,146.09,88.425
60779,-0.14,0.42,-0.62,0.00,0.76,-1.18,21.87,1006.40,146.04,88.541
60801,-0.15,0.42,-0.56,0.00,0.71,-0.97,20.79,1006.40,146.05,88.513
60828,-0.14,0.41,-0.54,0.00,0.70,-0.80,19.96,1006.40,146.18,88.450
60850,-0.13,0.40,-0.36,0.00,0.55,-0.58,15.30,1006.38,146.18,88.438
60868,-0.12,0.38,-0.26,0.00,0.47,-0.37,11.27,1006.37,146.28,88.439
60890,-0.11,0.37,-0.18,0.00,0.43,-0.19,8.32,1006.37,146.58,88.496
60915,-0.10,0.38,-0.03,0.00,0.39,0.18,5.69,1006.33,146.58,88.580
60934,-0.10,0.40,0.02,0.00,0.41,0.79,8.21,1006.29,146.97,88.641
60958,-0.09,0.38,0.18,0.00,0.43,1.31,11.35,1006.29,147.13,88.692
60985,-0.09,0.39,0.21,0.00,0.45,1.73,13.52,1006.27,147.08,88.711
61009,-0.09,0.40,0.28,0.00,0.50,2.20,15.80,1006.27,147.08,88.619
61027,-0.12,0.43,0.18,0.00,0.48,2.85,15.50,1006.25,147.30,88.598
