#time,ax,ay,az,dumb1,dumb2,dumb3,vel,press,alt,tiltang
40561,0.09,0.10,-0.74,0.00,0.75,-4.73,6.38,1006.19,147.77,89.894
40580,0.06,0.13,-0.77,0.00,0.78,-4.87,7.29,1006.22,147.55,89.811
40606,0.06,0.13,-0.67,0.00,0.68,-3.98,6.46,1006.20,147.69,89.653
40628,0.07,0.13,-0.67,0.00,0.69,-3.49,6.29,1006.20,147.59,89.470
40651,0.06,0.19,-0.64,0.00,0.67,-3.11,6.34,1006.21,147.59,89.372
40668,0.08,0.20,-0.40,0.00,0.45,-2.98,3.96,1006.22,147.53,89.322
40693,0.11,0.30,-0.12,0.00,0.34,-2.37,3.27,1006.22,147.52,89.224
40716,0.12,0.28,0.05,0.00,0.31,-2.20,3.96,1006.22,147.52,89.176
40735,0.12,0.29,0.17,0.00,0.36,-1.85,4.80,1006.19,147.77,89.198
40758,0.10,0.33,0.26,0.00,0.43,-1.33,5.95,1006.19,148.32,89.245
40781,0.12,0.33,0.12,0.00,0.37,-0.33,6.40,1006.12,148.32,89.312
40799,0.10,0.30,-0.09,0.00,0.33,1.05,5.16,1006.06,148.87,89.374
40823,0.10,0.28,-0.23,0.00,0.38,2.43,3.50,1006.06,149.27,89.446
40846,0.08,0.29,-0.24,0.00,0.39,3.72,2.86,1006.01,149.27,89.459
40865,0.07,0.32,-0.33,0.00,0.47,5.89,3.36,1005.96,149.65,89.446
40888,0.06,0.34,-0.46,0.00,0.57,7.39,4.60,1005.96,149.72,89.329
40911,0.06,0.34,-0.39,0.00,0.52,8.05,4.59,1005.96,149.72,89.269
40928,0.06,0.34,-0.24,0.00,0.42,9.13,3.78,1005.95,149.75,89.227
40952,0.07,0.34,0.01,0.00,0.35,9.23,3.78,1005.95,149.57,89.192
40975,0.07,0.38,0.11,0.00,0.40,7.52,4.60,1005.97,149.57,89.177
40994,0.08,0.37,0.15,0.00,0.40,6.07,5.47,1005.99,149.40,89.191
41026,0.07,0.37,0.18,0.00,0.41,3.98,6.06,1006.00,149.38,89.269
41048,0.06,0.36,0.14,0.00,0.39,2.38,6.22,1006.00,149.64,89.286
41069,0.05,0.38,-0.11,0.00,0.40,1.52,5.19,1005.97,149.64,89.288
41087,0.04,0.40,-0.37,0.00,0.54,1.34,4.00,1005.95,149.76,89.358
41109,0.03,0.41,-0.60,0.00,0.73,1.44,6.25,1005.95,149.62,89.366
41133,-0.01,0.39,-0.62,0.00,0.73,1.57,7.52,1005.97,149.62,89.324
41152,0.00,0.38,-0.81,0.00,0.89,1.71,9.79,1005.97,149.64,89.233
41177,-0.02,0.36,-1.01,0.00,1.07,0.80,12.62,1006.04,149.01,89.123
41199,-0.02,0.36,-0.98,0.00,1.04,-0.07,12.71,1006.04,148.81,89.060
41223,-0.00,0.36,-0.86,0.00,0.93,-1.01,11.13,1006.07,148.81,89.008
41246,0.02,0.32,-0.65,0.00,0.73,-2.10,8.22,1006.12,148.39,88.965
41362,0.05,0.29,-0.41,0.00,0.50,-1.77,5.16,1006.13,148.26,88.880
41387,0.05,0.33,-0.36,0.00,0.49,-1.95,4.58,1006.11,148.47,88.960
41409,0.05,0.33,-0.22,0.00,0.40,-2.10,3.64,1006.11,148.47,88.980
41433,0.07,0.31,-0.34,0.00,0.46,-2.12,3.72,1006.11,148.47,88.965
41452,0.07,0.32,-0.49,0.00,0.59,-1.98,5.05,1006.11,148.40,89.000
41477,0.08,0.30,-0.55,0.00,0.63,-3.47,5.98,1006.16,147.99,89.033
41499,0.08,0.30,-0.61,0.00,0.68,-3.75,6.74,1006.16,147.85,89.033
41523,0.09,0.31,-0.59,0.00,0.67,-4.03,6.82,1006.18,147.85,89.029
41542,0.10,0.32,-0.48,0.00,0.58,-4.73,5.87,1006.20,147.66,89.005
41567,0.09,0.37,-0.48,0.00,0.61,-4.71,6.12,1006.19,147.76,88.934
41589,0.10,0.37,-0.36,0.00,0.52,-4.60,5.30,1006.19,147.90,88.930
41613,0.11,0.40,-0.27,0.00,0.49,-4.09,5.06,1006.17,147.90,88.962
41632,0.11,0.41,-0.06,0.00,0.43,-3.44,5.05,1006.17,147.95,89.004
41657,0.13,0.40,0.13,0.00,0.44,-1.75,5.99,1006.11,148.47,89.051
41679,0.12,0.44,0.04,0.00,0.46,-0.61,6.43,1006.11,148.79,89.104
41703,0.12,0.45,0.20,0.00,0.51,0.73,7.03,1006.07,148.79,89.144
41722,0.14,0.43,0.25,0.00,0.52,2.01,8.22,1006.04,149.02,89.151
41747,0.13,0.45,0.07,0.00,0.47,3.08,8.14,1006.02,149.19,89.108
41769,0.13,0.42,0.11,0.00,0.46,3.65,7.11,1006.02,149.24,89.118
41793,0.14,0.43,-0.03,0.00,0.46,4.13,6.52,1006.01,149.24,89.119
41812,0.14,0.42,-0.13,0.00,0.46,4.24,5.31,1006.02,149.15,89.149
41837,0.13,0.41,-0.22,0.00,0.49,3.23,4.92,1006.07,148.74,89.162
41859,0.14,0.40,-0.36,0.00,0.56,2.37,5.33,1006.07,148.41,89.216
41883,0.14,0.43,-0.29,0.00,0.53,1.16,5.69,1006.11,148.41,89.263
41902,0.14,0.44,-0.37,0.00,0.59,-0.08,6.19,1006.13,148.29,89.234
41927,0.16,0.40,-0.38,0.00,0.57,-1.07,6.06,1006.13,148.25,89.260
41949,0.16,0.43,-0.21,0.00,0.50,-1.46,6.01,1006.13,148.25,89.353
41973,0.17,0.41,-0.09,0.00,0.45,-1.77,5.94,1006.13,148.25,89.348
41992,0.18,0.41,-0.23,0.00,0.50,-1.57,5.83,1006.11,148.47,89.355
42017,0.18,0.41,-0.28,0.00,0.53,-1.11,5.85,1006.10,148.51,89.404
42039,0.17,0.42,-0.28,0.00,0.53,-0.77,5.99,1006.10,148.72,89.495
42063,0.18,0.39,-0.46,0.00,0.63,-0.27,6.48,1006.08,148.72,89.538
42082,0.18,0.38,-0.81,0.00,0.91,0.19,9.45,1006.07,148.75,89.506
42108,0.19,0.29,-0.90,0.00,0.97,0.37,10.11,1006.07,148.74,89.528
42130,0.19,0.29,-0.92,0.00,0.99,0.51,10.59,1006.07,148.22,89.430
42153,0.19,0.32,-0.96,0.00,1.03,0.29,11.36,1006.14,148.22,89.313
42170,0.20,0.31,-1.03,0.00,1.10,0.07,12.10,1006.11,148.44,89.182
42195,0.20,0.32,-0.98,0.00,1.05,-0.15,11.70,1006.11,148.12,89.159
42218,0.20,0.34,-0.85,0.00,0.93,-0.55,10.43,1006.15,148.12,89.113
42237,0.20,0.36,-0.76,0.00,0.87,-1.17,9.70,1006.18,147.81,89.105
42259,0.20,0.39,-0.64,0.00,0.78,-1.39,8.79,1006.18,147.62,89.100
42283,0.21,0.43,-0.34,0.00,0.59,-1.86,7.26,1006.21,147.62,89.141
42302,0.20,0.51,-0.08,0.00,0.55,-2.67,7.86,1006.23,147.45,89.137
42328,0.21,0.50,0.12,0.00,0.56,-3.11,8.64,1006.22,147.51,89.150
42350,0.22,0.52,0.17,0.00,0.59,-3.18,9.21,1006.22,147.55,89.274
42374,0.22,0.54,0.33,0.00,0.67,-3.34,10.56,1006.22,147.55,89.324
42393,0.21,0.53,0.25,0.00,0.63,-3.36,11.44,1006.21,147.57,89.387
42418,0.22,0.51,0.01,0.00,0.56,-2.71,10.01,1006.20,147.71,89.402
42440,0.21,0.52,-0.22,0.00,0.60,-2.30,7.64,1006.20,147.55,89.441
42464,0.22,0.49,-0.19,0.00,0.57,-2.02,7.50,1006.22,147.55,89.478
42482,0.21,0.50,-0.40,0.00,0.68,-1.67,7.88,1006.20,147.67,89.450
42508,0.21,0.47,-0.58,0.00,0.78,-1.09,8.92,1006.18,147.83,89.439
42530,0.22,0.45,-0.44,0.00,0.67,-0.84,8.24,1006.18,147.82,89.533
42554,0.21,0.48,-0.37,0.00,0.64,-0.61,8.10,1006.18,147.82,89.541
42572,0.22,0.48,-0.31,0.00,0.61,0.05,7.92,1006.13,148.27,89.553
42598,0.22,0.47,-0.28,0.00,0.59,0.55,7.67,1006.12,148.31,89.528
42620,0.21,0.49,-0.24,0.00,0.58,0.88,7.63,1006.12,148.27,89.598
42644,0.22,0.47,-0.13,0.00,0.54,1.14,7.66,1006.13,148.27,89.649
42662,0.22,0.49,-0.34,0.00,0.63,1.67,7.69,1006.09,148.56,89.674
42687,0.23,0.45,-0.32,0.00,0.60,1.72,7.59,1006.09,148.30,89.770
42710,0.21,0.48,-0.37,0.00,0.64,1.61,7.92,1006.13,148.30,89.751
42735,0.22,0.45,-0.48,0.00,0.70,1.49,8.27,1006.12,148.32,89.695
42759,0.21,0.43,-0.62,0.00,0.78,1.44,9.06,1006.11,148.41,89.669
42781,0.18,0.47,-0.72,0.00,0.88,1.18,10.58,1006.11,148.58,89.607
42805,0.17,0.45,-0.59,0.00,0.76,1.08,9.42,1006.09,148.58,89.596
42824,0.17,0.45,-0.45,0.00,0.66,1.44,8.20,1006.06,148.85,89.550
42849,0.15,0.43,-0.34,0.00,0.57,1.71,6.94,1006.06,148.85,89.463
42871,0.15,0.42,-0.30,0.00,0.54,2.02,6.43,1006.06,148.85,89.424
42895,0.16,0.38,-0.26,0.00,0.49,2.23,5.89,1006.06,148.85,89.416
42914,0.16,0.42,-0.15,0.00,0.47,2.60,6.13,1006.04,149.06,89.480
42939,0.14,0.41,0.06,0.00,0.43,2.52,6.28,1006.03,149.09,89.473
42961,0.12,0.42,-0.05,0.00,0.44,2.66,5.92,1006.03,149.26,89.410
42985,0.12,0.40,-0.27,0.00,0.50,2.83,5.00,1006.01,149.26,89.423
43004,0.12,0.34,-0.32,0.00,0.48,2.94,4.76,1006.03,149.11,89.511
43029,0.08,0.42,-0.38,0.00,0.58,2.60,5.83,1006.03,149.13,89.421
43051,0.09,0.37,-0.42,0.00,0.57,2.46,6.06,1006.03,149.23,89.365
43075,0.10,0.39,-0.58,0.00,0.70,2.33,7.84,1006.02,149.23,89.312
43093,0.06,0.44,-0.50,0.00,0.66,1.75,7.93,1006.05,148.91,89.297
43119,0.04,0.42,-0.29,0.00,0.51,0.92,5.94,1006.09,148.57,89.225
43141,0.04,0.40,-0.24,0.00,0.47,0.27,4.88,1006.09,148.19,89.164
43164,0.06,0.36,-0.15,0.00,0.40,-0.65,4.17,1006.14,148.19,89.154
43182,0.05,0.39,-0.12,0.00,0.41,-2.17,3.97,1006.21,147.63,89.193
43206,0.05,0.40,-0.05,0.00,0.40,-3.21,3.99,1006.21,147.43,89.168
43229,0.05,0.36,-0.05,0.00,0.37,-4.31,3.74,1006.23,147.43,89.157
43248,0.03,0.35,-0.08,0.00,0.36,-5.61,3.54,1006.23,147.40,89.171
43271,0.02,0.34,-0.06,0.00,0.35,-6.16,3.24,1006.23,147.28,89.207
43295,0.02,0.32,-0.14,0.00,0.35,-6.16,2.91,1006.25,147.28,89.205
43313,0.00,0.31,-0.27,0.00,0.41,-6.10,2.74,1006.23,147.42,89.202
43339,0.00,0.31,-0.39,0.00,0.50,-5.10,4.21,1006.22,147.55,89.199
43361,0.00,0.30,-0.45,0.00,0.54,-3.95,5.46,1006.22,147.67,89.264
43385,-0.02,0.31,-0.32,0.00,0.45,-2.97,4.71,1006.20,147.67,89.237
43403,-0.01,0.25,-0.11,0.00,0.27,-1.69,2.57,1006.18,147.86,89.178
43429,-0.00,0.33,-0.10,0.00,0.35,-0.43,2.36,1006.14,148.15,89.162
43451,-0.01,0.33,0.13,0.00,0.36,0.35,3.55,1006.14,148.54,89.199
43475,-0.00,0.35,0.36,0.00,0.50,1.39,6.81,1006.10,148.54,89.237
43493,-0.01,0.33,0.40,0.00,0.52,2.55,8.80,1006.06,148.86,89.286
43519,-0.02,0.34,0.27,0.00,0.44,3.61,8.45,1006.02,149.22,89.355
43541,-0.04,0.38,0.11,0.00,0.39,4.66,7.45,1006.02,149.57,89.448
43565,-0.03,0.36,-0.16,0.00,0.40,6.12,4.99,1005.97,149.57,89.371
43583,-0.04,0.23,-0.13,0.00,0.27,7.41,2.02,1005.96,149.65,89.374
43609,-0.05,0.23,-0.31,0.00,0.39,7.21,2.81,1005.99,149.46,89.356
43631,-0.07,0.26,-0.56,0.00,0.62,7.02,6.21,1005.99,149.24,89.229
43655,-0.07,0.21,-0.69,0.00,0.72,6.09,9.02,1006.01,149.24,89.216
43672,-0.08,0.21,-0.71,0.00,0.74,4.26,9.99,1006.06,148.86,89.199
43696,-0.07,0.22,-0.60,0.00,0.64,2.18,8.68,1006.06,148.41,89.197
43720,-0.08,0.22,-0.51,0.00,0.56,0.30,7.30,1006.11,148.41,89.207
43739,-0.09,0.26,-0.47,0.00,0.54,-1.94,6.83,1006.17,147.93,89.239
43761,-0.09,0.32,-0.40,0.00,0.52,-3.50,6.17,1006.17,147.83,89.276
43785,-0.09,0.35,-0.22,0.00,0.42,-4.24,4.42,1006.18,147.83,89.268
43802,-0.10,0.37,-0.08,0.00,0.39,-5.55,2.81,1006.20,147.65,89.205
43826,-0.10,0.37,0.00,0.00,0.39,-6.12,3.25,1006.20,147.78,89.186
43850,-0.10,0.36,0.00,0.00,0.37,-5.31,3.71,1006.19,147.78,89.209
43869,-0.11,0.38,0.01,0.00,0.39,-4.68,4.14,1006.16,148.03,89.215
43891,-0.11,0.36,0.04,0.00,0.38,-3.62,4.28,1006.16,148.29,89.185
43912,-0.11,0.36,0.01,0.00,0.38,-2.07,4.21,1006.13,148.29,89.128
43936,-0.11,0.38,-0.00,0.00,0.40,-0.68,4.27,1006.11,148.40,89.099
43960,-0.11,0.37,0.03,0.00,0.39,0.26,4.31,1006.11,148.65,89.037
43982,-0.10,0.36,-0.06,0.00,0.38,0.87,3.90,1006.08,148.65,89.122
44000,-0.11,0.35,-0.10,0.00,0.38,1.70,3.41,1006.06,148.87,89.142
44022,-0.10,0.34,-0.14,0.00,0.38,2.04,3.10,1006.06,149.15,89.159
44045,-0.11,0.33,-0.27,0.00,0.44,2.61,3.79,1006.02,149.15,89.162
44063,-0.11,0.30,-0.31,0.00,0.44,3.32,4.15,1006.02,149.16,89.169
44088,-0.12,0.29,-0.27,0.00,0.41,3.57,4.14,1006.02,148.94,89.170
44120,-0.12,0.27,-0.20,0.00,0.36,3.04,3.47,1006.04,149.06,89.193
44143,-0.14,0.28,-0.25,0.00,0.39,2.90,3.70,1006.04,149.21,89.174
44176,-0.13,0.26,-0.22,0.00,0.37,2.65,3.61,1006.00,149.40,89.130
44200,-0.13,0.24,-0.22,0.00,0.35,2.55,3.53,1005.98,149.51,89.101
44223,-0.14,0.26,-0.24,0.00,0.38,2.60,3.77,1005.98,149.50,89.015
44247,-0.14,0.24,-0.17,0.00,0.33,2.92,3.44,1005.98,149.50,88.965
44267,-0.15,0.25,-0.19,0.00,0.35,3.31,3.39,1005.96,149.70,88.918
44291,-0.15,0.24,-0.21,0.00,0.35,3.34,3.54,1005.97,149.62,88.896
44314,-0.16,0.27,-0.21,0.00,0.38,3.16,3.80,1005.97,149.60,88.882
44339,-0.15,0.25,-0.25,0.00,0.38,2.79,4.05,1005.97,149.60,88.871
44358,-0.15,0.25,-0.27,0.00,0.40,2.20,4.40,1006.01,149.27,88.867
44378,-0.16,0.27,-0.30,0.00,0.43,0.93,4.91,1006.07,148.80,88.866
44402,-0.16,0.26,-0.30,0.00,0.43,-0.12,5.05,1006.07,148.35,88.898
44420,-0.17,0.27,-0.33,0.00,0.45,-1.57,5.45,1006.12,148.35,88.905
44442,-0.17,0.26,-0.32,0.00,0.45,-2.89,5.57,1006.12,147.91,88.918
44465,-0.17,0.28,-0.30,0.00,0.45,-4.12,5.43,1006.17,147.91,88.945
44482,-0.17,0.25,-0.33,0.00,0.45,-5.46,5.54,1006.21,147.58,88.941
44505,-0.15,0.23,-0.34,0.00,0.44,-6.92,5.61,1006.21,147.34,88.995
44530,-0.17,0.27,-0.32,0.00,0.45,-7.35,5.63,1006.24,147.34,89.029
44549,-0.18,0.28,-0.28,0.00,0.43,-8.63,5.38,1006.25,147.29,88.983
44572,-0.18,0.27,-0.22,0.00,0.40,-8.61,4.71,1006.25,147.49,88.967
44595,-0.19,0.30,-0.18,0.00,0.40,-7.40,4.23,1006.22,147.49,88.851
44614,-0.20,0.33,-0.11,0.00,0.40,-6.14,3.88,1006.20,147.68,88.816
44639,-0.18,0.29,-0.10,0.00,0.36,-4.53,3.33,1006.20,147.99,88.793
44662,-0.18,0.29,-0.11,0.00,0.36,-2.37,3.27,1006.16,147.99,88.793
44680,-0.19,0.29,-0.09,0.00,0.36,-0.79,3.39,1006.16,148.02,88.796
44703,-0.20,0.28,-0.08,0.00,0.35,0.23,3.31,1006.16,148.24,88.793
44726,-0.21,0.28,-0.17,0.00,0.39,0.88,3.71,1006.13,148.24,88.791
44746,-0.21,0.28,-0.16,0.00,0.39,1.63,4.18,1006.11,148.42,88.806
44770,-0.21,0.28,-0.19,0.00,0.40,1.96,4.32,1006.10,148.53,88.807
44793,-0.22,0.27,-0.21,0.00,0.40,2.12,4.64,1006.10,148.96,88.849
44816,-0.22,0.28,-0.24,0.00,0.43,2.87,5.12,1006.05,148.96,88.875
44836,-0.21,0.26,-0.31,0.00,0.45,3.48,5.74,1006.04,149.03,88.899
44861,-0.21,0.27,-0.36,0.00,0.50,3.96,6.56,1006.01,149.24,88.950
44883,-0.22,0.26,-0.32,0.00,0.47,4.54,6.61,1006.01,149.10,89.005
44906,-0.21,0.26,-0.25,0.00,0.42,4.86,5.86,1006.03,149.10,89.000
44926,-0.22,0.27,-0.27,0.00,0.44,5.11,5.57,1005.99,149.41,88.951
44951,-0.21,0.25,-0.24,0.00,0.40,4.87,5.30,1005.99,149.43,88.947
44973,-0.21,0.25,-0.14,0.00,0.36,4.60,4.50,1005.99,149.51,88.913
44996,-0.22,0.25,-0.11,0.00,0.35,4.34,3.78,1005.98,149.51,88.883
45016,-0.22,0.21,-0.19,0.00,0.36,4.65,3.94,1005.95,149.76,88.892
45041,-0.22,0.21,-0.28,0.00,0.42,4.44,5.32,1005.94,149.90,88.903
45063,-0.24,0.22,-0.33,0.00,0.46,4.47,6.57,1005.94,150.00,88.849
45086,-0.23,0.19,-0.39,0.00,0.49,4.62,7.56,1005.92,150.00,88.813
45106,-0.23,0.18,-0.38,0.00,0.48,4.43,7.82,1005.94,149.83,88.779
45131,-0.24,0.19,-0.36,0.00,0.47,3.43,7.75,1005.97,149.64,88.734
45153,-0.24,0.19,-0.39,0.00,0.50,2.58,7.98,1005.97,149.21,88.653
45176,-0.23,0.18,-0.42,0.00,0.51,1.33,8.34,1006.02,149.21,88.683
45196,-0.24,0.20,-0.45,0.00,0.55,-0.19,8.90,1006.05,148.93,88.702
45221,-0.24,0.18,-0.40,0.00,0.50,-1.88,8.53,1006.13,148.30,88.701
45243,-0.24,0.18,-0.37,0.00,0.47,-3.31,8.06,1006.13,148.05,88.739
45266,-0.25,0.20,-0.34,0.00,0.47,-4.97,7.84,1006.16,148.05,88.693
45284,-0.24,0.20,-0.28,0.00,0.42,-6.47,6.98,1006.18,147.86,88.646
45307,-0.24,0.20,-0.20,0.00,0.37,-7.28,5.82,1006.18,147.75,88.633
45331,-0.24,0.21,-0.12,0.00,0.34,-7.53,4.60,1006.19,147.53,88.590
45354,-0.24,0.19,-0.13,0.00,0.34,-7.90,3.89,1006.22,147.53,88.535
45371,-0.24,0.20,-0.17,0.00,0.35,-7.93,4.18,1006.20,147.65,88.534
45394,-0.23,0.21,-0.19,0.00,0.37,-6.73,4.65,1006.20,147.68,88.523
45417,-0.24,0.21,-0.16,0.00,0.36,-5.84,4.76,1006.20,147.68,88.500
45437,-0.25,0.19,-0.13,0.00,0.34,-5.21,4.37,1006.21,147.56,88.433
45461,-0.24,0.18,-0.19,0.00,0.35,-3.99,4.43,1006.22,147.54,88.405
45484,-0.25,0.18,-0.33,0.00,0.46,-3.05,6.38,1006.22,147.55,88.381
45512,-0.25,0.17,-0.41,0.00,0.51,-2.44,8.20,1006.22,147.62,88.452
45534,-0.26,0.15,-0.48,0.00,0.56,-2.01,9.58,1006.21,147.62,88.468
45552,-0.26,0.15,-0.53,0.00,0.61,-1.61,10.57,1006.21,147.60,88.468
45574,-0.26,0.17,-0.54,0.00,0.63,-1.24,10.96,1006.21,147.36,88.403
45597,-0.28,0.18,-0.62,0.00,0.70,-1.17,12.13,1006.24,147.36,88.355
45617,-0.28,0.21,-0.50,0.00,0.61,-1.17,10.87,1006.23,147.43,88.382
45642,-0.28,0.22,-0.35,0.00,0.50,-0.97,9.02,1006.21,147.62,88.391
45664,-0.29,0.23,-0.26,0.00,0.45,-0.78,7.64,1006.21,148.04,88.395
45687,-0.30,0.25,-0.31,0.00,0.50,-0.35,7.48,1006.16,148.04,88.421
45707,-0.30,0.27,-0.32,0.00,0.52,0.59,7.91,1006.11,148.44,88.470
45732,-0.31,0.27,-0.07,0.00,0.42,1.52,6.45,1006.08,148.65,88.582
45754,-0.31,0.35,0.10,0.00,0.48,2.36,5.42,1006.08,148.83,88.629
45777,-0.32,0.36,0.09,0.00,0.49,3.35,5.40,1006.06,148.83,88.646
45797,-0.33,0.37,0.00,0.00,0.49,4.39,5.46,1006.03,149.13,88.721
45822,-0.33,0.36,-0.12,0.00,0.50,4.87,5.86,1006.02,149.19,88.766
45844,-0.31,0.32,-0.21,0.00,0.49,5.46,6.46,1006.02,149.19,88.882
45867,-0.30,0.29,-0.53,0.00,0.68,5.82,10.11,1006.02,149.19,88.990
45886,-0.30,0.28,-0.78,0.00,0.89,5.24,14.67,1006.08,148.73,89.069
45906,-0.30,0.28,-0.91,0.00,1.00,4.12,17.68,1006.08,148.47,89.155
45930,-0.30,0.29,-0.77,0.00,0.88,2.64,16.02,1006.11,148.47,89.179
45950,-0.30,0.28,-0.77,0.00,0.87,0.94,15.66,1006.14,148.21,89.136
45973,-0.29,0.27,-0.77,0.00,0.86,-0.76,15.47,1006.15,148.07,89.116
45996,-0.27,0.25,-0.54,0.00,0.65,-1.42,11.86,1006.15,147.79,89.156
46019,-0.26,0.28,-0.48,0.00,0.61,-2.25,10.38,1006.19,147.79,89.175
46039,-0.26,0.27,-0.37,0.00,0.53,-2.55,8.80,1006.17,147.98,89.198
46063,-0.25,0.28,-0.25,0.00,0.46,-2.40,7.15,1006.17,147.95,89.215
46085,-0.25,0.32,-0.12,0.00,0.42,-2.30,5.39,1006.17,147.77,89.223
46107,-0.24,0.29,0.09,0.00,0.39,-2.34,4.70,1006.19,147.77,89.250
46128,-0.24,0.32,-0.05,0.00,0.40,-2.07,3.83,1006.19,147.81,89.279
46152,-0.25,0.30,-0.21,0.00,0.44,-1.70,4.95,1006.16,148.01,89.264
46174,-0.24,0.25,-0.20,0.00,0.40,-1.44,5.36,1006.16,148.42,89.322
46197,-0.23,0.20,-0.38,0.00,0.49,-0.84,7.04,1006.11,148.42,89.295
46217,-0.24,0.21,-0.69,0.00,0.76,0.08,11.84,1006.08,148.65,89.244
46242,-0.23,0.15,-0.82,0.00,0.87,0.61,15.03,1006.12,148.38,89.201
46265,-0.22,0.14,-0.68,0.00,0.73,0.89,13.31,1006.12,148.17,89.123
46287,-0.23,0.17,-0.66,0.00,0.72,0.96,12.88,1006.14,148.17,89.022
46307,-0.21,0.10,-0.73,0.00,0.77,0.83,13.46,1006.12,148.38,88.942
46332,-0.22,0.14,-0.63,0.00,0.68,0.40,12.44,1006.13,148.27,88.917
46355,-0.22,0.18,-0.39,0.00,0.49,0.27,9.09,1006.13,148.29,88.812
46377,-0.19,0.17,-0.31,0.00,0.41,0.16,7.10,1006.13,148.29,88.775
46397,-0.19,0.19,-0.32,0.00,0.42,0.26,6.67,1006.12,148.34,88.769
46417,-0.20,0.22,-0.15,0.00,0.33,0.25,5.45,1006.11,148.45,88.748
46441,-0.19,0.21,0.19,0.00,0.34,0.34,4.36,1006.11,148.45,88.685
46460,-0.20,0.21,0.12,0.00,0.31,0.60,3.92,1006.07,148.74,88.637
46480,-0.21,0.20,-0.05,0.00,0.30,0.88,2.45,1006.07,148.76,88.589
46504,-0.22,0.20,0.08,0.00,0.31,1.06,3.47,1006.07,148.76,88.491
46522,-0.23,0.20,-0.08,0.00,0.32,1.30,2.36,1006.06,148.84,88.438
46544,-0.24,0.18,-0.24,0.00,0.39,1.52,4.59,1006.06,148.79,88.320
46566,-0.27,0.23,-0.44,0.00,0.56,1.47,8.50,1006.07,148.79,88.256
46583,-0.25,0.23,-0.34,0.00,0.48,1.32,8.41,1006.09,148.58,88.209
46605,-0.26,0.23,-0.19,0.00,0.39,1.13,6.81,1006.09,148.46,88.096
46628,-0.26,0.24,-0.26,0.00,0.44,0.74,6.17,1006.11,148.46,88.002
46648,-0.27,0.23,-0.34,0.00,0.49,0.47,7.69,1006.10,148.53,87.937
46667,-0.26,0.24,-0.25,0.00,0.44,0.22,7.28,1006.10,148.28,87.929
46689,-0.27,0.31,-0.19,0.00,0.46,0.00,6.33,1006.13,148.28,87.918
46711,-0.26,0.29,-0.17,0.00,0.42,-0.19,5.59,1006.13,148.28,87.903
46734,-0.25,0.31,-0.16,0.00,0.43,-0.27,5.39,1006.13,148.38,87.958
46755,-0.25,0.32,-0.10,0.00,0.42,-0.33,5.24,1006.12,148.38,87.983
46773,-0.27,0.36,-0.10,0.00,0.46,-0.27,5.49,1006.09,148.62,87.993
46795,-0.27,0.37,-0.10,0.00,0.47,-0.06,5.77,1006.09,149.04,88.009
46818,-0.26,0.36,-0.12,0.00,0.46,0.35,5.70,1006.04,149.04,88.072
46841,-0.28,0.40,-0.07,0.00,0.49,0.89,6.28,1006.01,149.24,88.098
46865,-0.26,0.37,-0.08,0.00,0.46,1.35,5.76,1006.01,149.29,88.143
46887,-0.27,0.39,-0.13,0.00,0.49,1.68,6.15,1006.01,149.29,88.137
46907,-0.27,0.41,-0.15,0.00,0.51,2.12,6.63,1006.01,149.28,88.125
46931,-0.26,0.43,-0.19,0.00,0.54,2.27,6.92,1006.01,148.95,88.148
46964,-0.26,0.45,-0.21,0.00,0.56,1.83,7.17,1006.05,148.93,88.262
46986,-0.25,0.44,-0.20,0.00,0.54,1.58,6.87,1006.05,149.00,88.347
47009,-0.25,0.46,-0.33,0.00,0.62,1.31,8.17,1006.04,149.00,88.393
47029,-0.25,0.40,-0.49,0.00,0.68,1.10,9.98,1006.02,149.16,88.461
47049,-0.26,0.42,-0.39,0.00,0.63,0.93,9.48,1006.02,149.16,88.547
47073,-0.27,0.43,-0.35,0.00,0.61,1.08,8.70,1006.02,149.18,88.556
47096,-0.26,0.40,-0.43,0.00,0.64,1.17,9.24,1006.02,149.18,88.568
47113,-0.26,0.39,-0.44,0.00,0.64,1.28,9.69,1006.02,149.23,88.594
47136,-0.27,0.41,-0.47,0.00,0.68,1.21,10.45,1006.02,148.90,88.585
47159,-0.27,0.40,-0.37,0.00,0.61,0.87,9.37,1006.05,148.90,88.613
47178,-0.27,0.41,-0.52,0.00,0.72,0.69,10.88,1006.05,148.98,88.610
47203,-0.28,0.42,-0.65,0.00,0.82,0.41,13.53,1006.05,148.91,88.635
47225,-0.28,0.39,-0.60,0.00,0.77,0.13,13.53,1006.05,148.80,88.699
47248,-0.27,0.38,-0.63,0.00,0.79,-0.18,13.74,1006.07,148.80,88.699
47268,-0.27,0.35,-0.66,0.00,0.79,-0.44,14.18,1006.11,148.43,88.702
47293,-0.27,0.35,-0.65,0.00,0.78,-0.72,14.14,1006.11,148.27,88.694
47315,-0.28,0.37,-0.65,0.00,0.80,-1.09,14.26,1006.13,148.27,88.657
47333,-0.27,0.37,-0.56,0.00,0.72,-1.76,12.86,1006.17,147.96,88.658
47355,-0.27,0.37,-0.47,0.00,0.66,-2.31,11.18,1006.17,148.05,88.675
47378,-0.27,0.38,-0.33,0.00,0.57,-2.55,9.01,1006.16,148.05,88.673
